00:00;235
00:00;217
00:00;223
00:00;216
00:00;219
00:00;219
00:00;218
00:00;262
00:00;218
00:01;217
00:01;220
00:01;217
00:01;232
00:01;219
00:01;216
00:01;218
00:01;219
00:01;219
00:01;219
00:01;219
00:01;219
00:02;219
00:02;217
00:02;218
00:02;219
00:02;219
00:02;220
00:02;219
00:02;220
00:02;218
00:02;217
00:02;273
00:02;219
00:03;218
00:03;219
00:03;221
00:03;220
00:03;219
00:03;224
00:03;218
00:03;217
00:03;219
00:03;217
00:03;219
00:03;220
00:04;219
00:04;219
00:04;219
00:04;220
00:04;219
00:04;249
00:04;218
00:04;219
00:04;218
00:04;220
00:04;218
00:05;233
00:05;226
00:05;219
00:05;217
00:05;218
00:05;219
00:05;219
00:05;218
00:05;221
00:05;220
00:05;220
00:05;218
00:06;220
00:06;221
00:06;222
00:06;218
00:06;220
00:06;220
00:06;247
00:06;222
00:06;220
00:06;220
00:06;269
00:06;222
00:07;221
00:07;281
00:07;220
00:07;223
00:07;219
00:07;220
00:07;217
00:07;221
00:07;221
00:07;271
00:07;220
00:07;242
00:08;219
00:08;221
00:08;220
00:08;221
00:08;223
00:08;220
00:08;222
00:08;220
00:08;264
00:08;231
00:08;222
00:09;221
00:09;221
00:09;219
00:09;222
00:09;221
00:09;221
00:09;304
00:09;222
00:09;225
00:09;219
00:09;228
00:09;228
00:10;220
00:10;263
00:10;256
00:10;222
00:10;221
00:10;219
00:10;220
00:10;236
00:10;278
00:10;222
00:10;219
00:10;222
00:11;221
00:11;221
00:11;266
00:11;221
00:11;219
00:11;223
00:11;222
00:11;223
00:11;222
00:11;236
00:11;222
00:11;221
00:12;221
00:12;221
00:12;219
00:12;222
00:12;263
00:12;223
00:12;225
00:12;221
00:12;224
00:12;221
00:12;223
00:12;224
00:13;223
00:13;222
00:13;223
00:13;222
00:13;222
00:13;231
00:13;226
00:13;277
00:13;242
00:13;235
00:13;222
00:14;222
00:14;222
00:14;220
00:14;223
00:14;222
00:14;224
00:14;227
00:14;223
00:14;222
00:14;221
00:14;244
00:14;221
00:15;223
00:15;222
00:15;223
00:15;222
00:15;223
00:15;223
00:15;222
00:15;222
00:15;227
00:15;268
00:15;225
00:15;223
00:16;223
00:16;227
00:16;223
00:16;223
00:16;222
00:16;223
00:16;248
00:16;260
00:16;221
00:16;224
00:16;223
00:16;258
00:17;254
00:17;223
00:17;228
00:17;221
00:17;268
00:17;226
00:17;224
00:17;224
00:17;261
00:17;267
00:17;222
00:18;275
00:18;223
00:18;223
00:18;223
00:18;224
00:18;224
00:18;224
00:18;224
00:18;225
00:18;224
00:18;223
00:18;276
00:19;223
00:19;223
00:19;224
00:19;222
00:19;223
00:19;224
00:19;223
00:19;256
00:19;224
00:19;223
00:19;232
00:19;223
00:20;224
00:20;224
00:20;223
00:20;225
00:20;224
